365 273.723 -50.4593 0.303381 0.265652 0.807308
366 293.953 -35.973 0.304419 0.306554 0.810279
367 312.52 -41.8045 0.305458 0.350715 0.813331
368 328.516 -39.0139 0.306496 0.397222 0.816401
369 344.425 -36.9955 0.307534 0.445169 0.819424
370 362.874 -34.5604 0.308572 0.493798 0.822359
371 380.151 -27.3362 0.30961 0.542511 0.825181
372 394.797 -19.0312 0.310648 0.591148 0.827929
373 406.796 -14.8992 0.311687 0.638574 0.830468
374 417.88 -8.6713 0.312725 0.685353 0.832933
375 430.531 -16.0392 0.313762 0.731045 0.835289
376 439.019 -18.3211 0.3148 0.775477 0.837538
377 445.035 -14.3231 0.315838 0.818538 0.839689
378 450.534 -26.1981 0.316876 0.8601 0.841746
379 454.396 -17.8965 0.317914 0.900042 0.84371
380 460.175 -25.0903 0.318952 0.938291 0.845589
381 465.67 -25.0614 0.319989 0.974323 0.847364
382 468.236 -17.846 0.321027 1.00883 0.849072
383 468.285 -14.3208 0.322064 1.04198 0.850733
384 464.137 -8.80868 0.323102 1.07259 0.852287
385 461.703 -15.5507 0.32414 1.10113 0.853764
386 465.422 -20.3877 0.325177 1.12756 0.855165
387 465.98 -14.4203 0.326214 1.15184 0.85649
388 458.533 -8.9529 0.327252 1.17392 0.857742
389 454.495 -7.27073 0.328289 1.19377 0.858919
390 451.316 -8.13211 0.329327 1.2113 0.860012
391 447.763 -17.5017 0.330364 1.22632 0.861059
392 445.008 -13.3699 0.331401 1.23946 0.862016
393 439.631 -10.4779 0.332438 1.25038 0.862902
394 435.724 -3.13113 0.333475 1.25909 0.863717
395 430.373 -0.339242 0.334512 1.26559 0.864461
396 429.628 -6.81957 0.33555 1.27063 0.865145
397 422.657 -16.7635 0.336587 1.27283 0.865751
398 414.563 -15.8089 0.337624 1.27292 0.866287
399 410.505 -17.8243 0.33866 1.27092 0.866752
400 401.017 -13.0817 0.339697 1.26689 0.867147
401 389.82 -11.7898 0.340734 1.26087 0.867472
402 374.637 -13.2248 0.341771 1.2529 0.867726
403 362.789 -14.0055 0.342808 1.24305 0.867909
404 352.721 -12.6752 0.343845 1.23137 0.868022
405 342.305 -12.7788 0.344881 1.21793 0.868065
406 332.037 -14.6309 0.345918 1.20278 0.868036
407 320.324 -7.09405 0.346954 1.18599 0.867936
408 308.469 4.64164 0.347991 1.1668 0.867736
409 301.681 3.31497 0.349028 1.14694 0.867492
410 290.762 -3.72961 0.350064 1.12565 0.867175
411 279.169 -12.4109 0.3511 1.10301 0.866787
412 269.015 3.03747 0.352137 1.07908 0.866324
413 256.369 4.47967 0.353173 1.05472 0.865818
414 246.184 -6.08951 0.35421 1.02851 0.865212
415 236.71 -16.8238 0.355246 1.00115 0.864525
416 226.01 -18.8542 0.356282 0.972849 0.863763
417 213.723 -6.6964 0.357318 0.94368 0.862926
418 203.545 -5.45424 0.358354 0.912962 0.861955
419 192.305 2.65514 0.359391 0.882222 0.86096
420 183.634 0.0675329 0.360427 0.851408 0.859931
421 178.073 -3.67422 0.361463 0.819357 0.858773
422 168.87 1.66243 0.362499 0.786764 0.857524
423 158.301 1.1988 0.363535 0.753713 0.856186
424 148.424 -6.49682 0.364571 0.720264 0.854757
425 138.138 5.37759 0.365606 0.686501 0.853234
426 130.965 1.09368 0.366642 0.652485 0.851612
427 123.394 -7.75102 0.367678 0.618271 0.849883
428 114.273 -1.06485 0.368714 0.583937 0.848049
429 107.901 -10.2533 0.369749 0.549538 0.846101
430 99.8475 -6.28162 0.370785 0.515122 0.844028
431 91.0826 -4.47315 0.371821 0.48079 0.841827
432 84.6965 -7.30972 0.372856 0.446618 0.839491
