41.9418 44.9135 48.1462 51.6712 55.5129 59.7042 64.283 69.2892 74.7673 80.7661 87.3399 94.548 102.456 111.135 120.664 131.128 142.618 155.235 169.086 184.285 200.959 219.242 239.281 261.242 285.308 311.694 340.66 372.528 407.713 446.764 490.422 539.712 596.058 661.463 738.771 832.054 947.222 1092.97 1282.32 1535.23 1882.9 2375.5 3095.63 4182.35 5872.63 8565.36 12885.6 19599.2 28895.1 38515.4 42912.6 38515.4 28895.1 19599.2 12885.6 8565.36 5872.63 4182.35 3095.63 2375.5 1882.9 1535.23 1282.32 1092.97 947.222 832.054 738.771 661.463 596.058 539.712 490.422 446.764 407.713 372.528 340.66 311.694 285.308 261.242 239.281 219.242 200.959 184.285 169.086 155.235 142.618 131.128 120.664 111.135 102.456 94.548 87.3399 80.7661 74.7673 69.2892 64.283 59.7042 55.5129 51.6712 48.1462 44.9135 41.9418
43.2271 46.2924 49.6271 53.2629 57.2254 61.5485 66.2711 71.4342 77.0834 83.2692 90.047 97.4779 105.629 114.574 124.392 135.171 147.005 159.995 174.25 189.888 207.035 225.827 246.413 268.957 293.643 320.685 350.341 382.931 418.865 458.687 503.137 553.231 610.389 676.611 754.732 848.819 964.775 1111.28 1301.36 1554.9 1903.07 2395.89 3115.7 4201.05 5887.9 8573.17 12878.3 19564 28815.5 38385.4 42758.4 38385.4 28815.5 19564 12878.3 8573.17 5887.9 4201.05 3115.7 2395.89 1903.07 1554.9 1301.36 1111.28 964.775 848.819 754.732 676.611 610.389 553.231 503.137 458.687 418.865 382.931 350.341 320.685 293.643 268.957 246.413 225.827 207.035 189.888 174.25 159.995 147.005 135.171 124.392 114.574 105.629 97.4779 90.047 83.2692 77.0834 71.4342 66.2711 61.5485 57.2254 53.2629 49.6271 46.2924 43.2271
44.5681 47.732 51.1743 54.9238 59.0116 63.4729 68.346 73.6734 79.5022 85.8841 92.8761 100.541 108.948 118.172 128.295 139.407 151.604 164.99 179.675 195.781 213.434 232.772 253.946 277.12 302.479 330.236 360.649 394.035 430.801 471.491 516.837 567.856 625.963 693.155 772.268 867.37 984.368 1131.95 1323.14 1577.84 1927.2 2421.2 3142.09 4228.16 5914.79 8597.68 12895.9 19566.1 28790.5 38327.7 42684.7 38327.7 28790.5 19566.1 12895.9 8597.68 5914.79 4228.16 3142.09 2421.2 1927.2 1577.84 1323.14 1131.95 984.368 867.37 772.268 693.155 625.963 567.856 516.837 471.491 430.801 394.035 360.649 330.236 302.479 277.12 253.946 232.772 213.434 195.781 179.675 164.99 151.604 139.407 128.295 118.172 108.948 100.541 92.8761 85.8841 79.5022 73.6734 68.346 63.4729 59.0116 54.9238 51.1743 47.732 44.5681
45.9649 49.2307 52.784 56.6545 60.8744 65.4798 70.5103 76.0097 82.0264 88.6137 95.8304 103.741 112.417 121.935 132.38 143.843 156.424 170.229 185.372 201.975 220.168 240.092 261.898 285.752 311.838 340.375 371.615 405.875 443.564 485.219 531.575 583.644 642.841 711.165 791.457 887.793 1006.1 1155.08 1347.78 1604.16 1955.42 2451.59 3174.97 4263.86 5953.49 8639.09 12938.4 19605.6 28820.1 38342.3 42691.2 38342.3 28820.1 19605.6 12938.4 8639.09 5953.49 4263.86 3174.97 2451.59 1955.42 1604.16 1347.78 1155.08 1006.1 887.793 791.457 711.165 642.841 583.644 531.575 485.219 443.564 405.875 371.615 340.375 311.838 285.752 261.898 240.092 220.168 201.975 185.372 170.229 156.424 143.843 132.38 121.935 112.417 103.741 95.8304 88.6137 82.0264 76.0097 70.5103 65.4798 60.8744 56.6545 52.784 49.2307 45.9649
47.4202 50.7923 54.4614 58.4582 62.816 67.5719 72.7669 78.446 84.6593 91.4618 98.9139 107.083 116.041 125.868 136.652 148.486 161.474 175.723 191.351 208.483 227.253 247.803 270.287 294.874 321.748 351.129 383.272 418.492 457.197 499.924 547.407 600.659 661.096 730.723 812.39 910.188 1030.07 1180.78 1375.42 1634.02 1987.89 2487.23 3214.53 4308.37 6004.26 8697.69 13006.2 19683 28904.7 38429.6 42778.5 38429.6 28904.7 19683 13006.2 8697.69 6004.26 4308.37 3214.53 2487.23 1987.89 1634.02 1375.42 1180.78 1030.07 910.188 812.39 730.723 661.096 600.659 547.407 499.924 457.197 418.492 383.272 351.129 321.748 294.874 270.287 247.803 227.253 208.483 191.351 175.723 161.474 148.486 136.652 125.868 116.041 107.083 98.9139 91.4618 84.6593 78.446 72.7669 67.5719 62.816 58.4582 54.4614 50.7923 47.4202
48.9362 52.4191 56.209 60.3377 64.8394 69.7525 75.1191 80.9861 87.405 94.4326 102.132 110.571 119.825 129.978 141.119 153.345 166.761 181.481 197.624 215.319 234.704 255.923 279.136 304.51 332.235 362.533 395.658 431.928 471.749 515.661 564.398 618.974 680.81 751.921 835.169 934.672 1056.41 1209.2 1406.21 1667.6 2024.83 2528.36 3261.09 4361.96 6067.48 8773.94 13100 19798.9 29045.2 38590.6 42947.6 38590.6 29045.2 19798.9 13100 8773.94 6067.48 4361.96 3261.09 2528.36 2024.83 1667.6 1406.21 1209.2 1056.41 934.672 835.169 751.921 680.81 618.974 564.398 515.661 471.749 431.928 395.658 362.533 332.235 304.51 279.136 255.923 234.704 215.319 197.624 181.481 166.761 153.345 141.119 129.978 119.825 110.571 102.132 94.4326 87.405 80.9861 75.1191 69.7525 64.8394 60.3377 56.209 52.4191 48.9362
50.5148 54.1135 58.0294 62.2956 66.9474 72.0244 77.5704 83.6336 90.2674 97.5307 105.488 114.211 123.778 134.273 145.79 158.429 172.298 187.515 204.204 222.498 242.538 264.474 288.466 314.689 343.333 374.622 408.815 446.229 487.275 532.492 582.618 638.669 702.076 774.862 859.912 961.374 1085.28 1240.51 1440.34 1705.09 2066.46 2575.25 3314.87 4425.08 6143.6 8868.43 13220.4 19954.4 29242.9 38826.9 43200.3 38826.9 29242.9 19954.4 13220.4 8868.43 6143.6 4425.08 3314.87 2575.25 2066.46 1705.09 1440.34 1240.51 1085.28 961.374 859.912 774.862 702.076 638.669 582.618 532.492 487.275 446.229 408.815 374.622 343.333 314.689 288.466 264.474 242.538 222.498 204.204 187.515 172.298 158.429 145.79 134.273 123.778 114.211 105.488 97.5307 90.2674 83.6336 77.5704 72.0244 66.9474 62.2956 58.0294 54.1135 50.5148
52.1583 55.8775 59.9248 64.3343 69.1426 74.3907 80.1239 86.3922 93.2508 100.761 108.989 118.01 127.904 138.759 150.672 163.746 178.095 193.839 211.108 230.038 250.776 273.477 298.305 325.438 355.072 387.435 422.787 461.449 503.834 550.488 602.147 659.836 724.995 799.663 886.75 990.442 1116.83 1274.89 1478.03 1746.75 2113.06 2628.2 3376.31 4498.17 6233.2 8981.9 13368.4 20150.7 29499.5 39140.7 43538.8 39140.7 29499.5 20150.7 13368.4 8981.9 6233.2 4498.17 3376.31 2628.2 2113.06 1746.75 1478.03 1274.89 1116.83 990.442 886.75 799.663 724.995 659.836 602.147 550.488 503.834 461.449 422.787 387.435 355.072 325.438 298.305 273.477 250.776 230.038 211.108 193.839 178.095 163.746 150.672 138.759 127.904 118.01 108.989 100.761 93.2508 86.3922 80.1239 74.3907 69.1426 64.3343 59.9248 55.8775 52.1583
53.8687 57.7134 61.8975 66.4562 71.4277 76.8543 82.783 89.2657 96.3596 104.128 112.641 121.974 132.211 143.445 155.775 169.309 184.165 200.467 218.35 237.957 259.439 282.956 308.679 336.791 367.492 401.016 437.625 477.646 521.496 569.723 623.072 682.574 749.681 826.453 915.829 1022.04 1151.26 1312.55 1519.5 1792.84 2164.94 2687.61 3445.83 4581.77 6336.98 9115.26 13545.4 20389.7 29817.5 39534.8 43966.4 39534.8 29817.5 20389.7 13545.4 9115.26 6336.98 4581.77 3445.83 2687.61 2164.94 1792.84 1519.5 1312.55 1151.26 1022.04 915.829 826.453 749.681 682.574 623.072 569.723 521.496 477.646 437.625 401.016 367.492 336.791 308.679 282.956 259.439 237.957 218.35 200.467 184.165 169.309 155.775 143.445 132.211 121.974 112.641 104.128 96.3596 89.2657 82.783 76.8543 71.4277 66.4562 61.8975 57.7134 53.8687
55.6478 59.6233 63.9503 68.6649 73.8067 79.4198 85.5527 92.2595 99.5995 107.638 116.448 126.109 136.708 148.34 161.11 175.129 190.52 207.413 225.949 246.275 268.55 292.939 319.62 348.783 380.634 415.412 453.385 494.885 540.333 590.285 645.491 706.995 776.264 855.379 947.318 1056.37 1188.78 1353.74 1565.04 1843.69 2222.49 2753.91 3523.98 4676.53 6455.76 9269.61 13752.6 20673.3 30199.5 40012.9 44487 40012.9 30199.5 20673.3 13752.6 9269.61 6455.76 4676.53 3523.98 2753.91 2222.49 1843.69 1565.04 1353.74 1188.78 1056.37 947.318 855.379 776.264 706.995 645.491 590.285 540.333 494.885 453.385 415.412 380.634 348.783 319.62 292.939 268.55 246.275 225.949 207.413 190.52 175.129 161.11 148.34 136.708 126.109 116.448 107.638 99.5995 92.2595 85.5527 79.4198 73.8067 68.6649 63.9503 59.6233 55.6478
