2805.25 3024.56 3264.89 3528.39 3817.62 4135.57 4485.5 4871.05 5296.29 5765.89 6284.89 6858.63 7493.6 8196.78 8974.92 9835.85 10787.9 11840.7 13002.6 14283.8 15692.7 17238.9 18929.4 20771.7 22769.4 24924.3 27234.9 29696.6 32301.6 35040.3 37903.8 40881.9 43975.3 47191.9 50561.3 54138.2 58016 62347.2 67370 73457.8 81208.1 91612.7 106408 128854 165635 232169 370283 724502 2.04426e+06 1.33757e+07 3.80358e+08 1.33757e+07 2.04426e+06 724502 370283 232169 165635 128854 106408 91612.7 81208.1 73457.8 67370 62347.2 58016 54138.2 50561.3 47191.9 43975.3 40881.9 37903.8 35040.3 32301.6 29696.6 27234.9 24924.3 22769.4 20771.7 18929.4 17238.9 15692.7 14283.8 13002.6 11840.7 10787.9 9835.85 8974.92 8196.78 7493.6 6858.63 6284.89 5765.89 5296.29 4871.05 4485.5 4135.57 3817.62 3528.39 3264.89 3024.56 2805.25
2915.73 3143.55 3393.19 3666.98 3967.79 4298.59 4662.66 5063.73 5506.01 5993.81 6533.28 7129.72 7789.47 8519.54 9327.52 10221.6 11210.5 12303.5 13509.8 14840.1 16303 17908.3 19663.5 21575.3 23648.4 25883.8 28281.4 30834.7 33536.7 36376 39342.5 42426.2 45627.9 48955.4 52438 56130.1 60126 64581.1 69738.6 75977.6 83903.4 94521 109590 132406 169721 237069 376509 733048 2.05631e+06 1.33585e+07 3.77136e+08 1.33585e+07 2.05631e+06 733048 376509 237069 169721 132406 109590 94521 83903.4 75977.6 69738.6 64581.1 60126 56130.1 52438 48955.4 45627.9 42426.2 39342.5 36376 33536.7 30834.7 28281.4 25883.8 23648.4 21575.3 19663.5 17908.3 16303 14840.1 13509.8 12303.5 11210.5 10221.6 9327.52 8519.54 7789.47 7129.72 6533.28 5993.81 5506.01 5063.73 4662.66 4298.59 3967.79 3666.98 3393.19 3143.55 2915.73
3029.13 3265.79 3525.23 3809.83 4122.46 4466.22 4844.56 5261.3 5720.86 6227.54 6788.24 7407.47 8092.8 8851.07 9690.24 10618.8 11645.9 12781.1 14034 15415.7 16934.9 18602.1 20424.9 22410.2 24562.7 26884.2 29373.8 32024.9 34830.2 37777.8 40856.8 44056.5 47376.8 50824.9 54430.4 58249.2 62376.7 66970.3 72276.7 78682.6 86803.7 97660.1 113037 136277 174208 242511 383563 743126 2.07247e+06 1.33667e+07 3.74607e+08 1.33667e+07 2.07247e+06 743126 383563 242511 174208 136277 113037 97660.1 86803.7 78682.6 72276.7 66970.3 62376.7 58249.2 54430.4 50824.9 47376.8 44056.5 40856.8 37777.8 34830.2 32024.9 29373.8 26884.2 24562.7 22410.2 20424.9 18602.1 16934.9 15415.7 14034 12781.1 11645.9 10618.8 9690.24 8851.07 8092.8 7407.47 6788.24 6227.54 5720.86 5261.3 4844.56 4466.22 4122.46 3809.83 3525.23 3265.79 3029.13
3145.51 3391.35 3660.84 3956.47 4281.2 4638.27 5031.23 5464.07 5941.35 6467.54 7049.89 7692.91 8404.65 9192.11 10063.6 11028 12094.7 13273.9 14575.6 16010.9 17589.3 19321.4 21215.2 23278 25514.9 27927.1 30514.7 33270.5 36187 39251.7 42452.5 45778.5 49228 52807.9 56548.3 60506.1 64778.7 69525.6 74997.3 81587.5 89924 101047 116771 140490 179120 248525 391489 754803 2.09284e+06 1.34002e+07 3.72757e+08 1.34002e+07 2.09284e+06 754803 391489 248525 179120 140490 116771 101047 89924 81587.5 74997.3 69525.6 64778.7 60506.1 56548.3 52807.9 49228 45778.5 42452.5 39251.7 36187 33270.5 30514.7 27927.1 25514.9 23278 21215.2 19321.4 17589.3 16010.9 14575.6 13273.9 12094.7 11028 10063.6 9192.11 8404.65 7692.91 7049.89 6467.54 5941.35 5464.07 5031.23 4638.27 4281.2 3956.47 3660.84 3391.35 3145.51
3264.91 3520.19 3799.98 4106.93 4444.13 4814.53 5222.37 5671.76 6167.24 6714.15 7318.34 7986.41 8725.14 9542.61 10448 11449.5 12557.7 13782.5 15135 16626.5 18266.8 20067.2 22035.7 24180.2 26506.2 29015.1 31707.2 34575.3 37611.4 40802.5 44136 47598.6 51189 54913.1 58801.4 62911.9 67343.9 72259.9 77914.4 84708 93282.6 104701 120813 145068 184486 255148 400329 768153 2.11754e+06 1.34595e+07 3.71582e+08 1.34595e+07 2.11754e+06 768153 400329 255148 184486 145068 120813 104701 93282.6 84708 77914.4 72259.9 67343.9 62911.9 58801.4 54913.1 51189 47598.6 44136 40802.5 37611.4 34575.3 31707.2 29015.1 26506.2 24180.2 22035.7 20067.2 18266.8 16626.5 15135 13782.5 12557.7 11449.5 10448 9542.61 8725.14 7986.41 7318.34 6714.15 6167.24 5671.76 5222.37 4814.53 4444.13 4106.93 3799.98 3520.19 3264.91
3387.33 3652.38 3942.88 4261.4 4610.99 4995.59 5418.95 5885.28 6399.5 6967.14 7594.29 8287.83 9054.84 9903.77 10843.5 11884 13034.9 14307.6 15712.9 17263 18968.4 20840.2 22887.5 25118.5 27539.2 30151 32955 35943.5 39107.7 42435.4 45911.5 49523.6 53267.7 57149.9 61200.7 65479 70086.2 75187.7 81043 88061.3 96900 108647 125189 150038 190339 262420 410142 783262 2.14675e+06 1.35451e+07 3.7108e+08 1.35451e+07 2.14675e+06 783262 410142 262420 190339 150038 125189 108647 96900 88061.3 81043 75187.7 70086.2 65479 61200.7 57149.9 53267.7 49523.6 45911.5 42435.4 39107.7 35943.5 32955 30151 27539.2 25118.5 22887.5 20840.2 18968.4 17263 15712.9 14307.6 13034.9 11884 10843.5 9903.77 9054.84 8287.83 7594.29 6967.14 6399.5 5885.28 5418.95 4995.59 4610.99 4261.4 3942.88 3652.38 3387.33
3512.95 3787.84 4089.08 4419.43 4782.34 5181.42 5620.59 6104.41 6637.96 7227.01 7877.79 8597.53 9393.98 10275.5 11251.4 12331.8 13527.5 14849.8 16310.3 17921.7 19695 21642 23772.4 26095 28616.4 31338.1 34261.4 37378.7 40680.6 44155.3 47786.3 51560.7 55473.1 59528.6 63757.6 68220.3 73019.9 78324.9 84400.7 91667.4 100799 112909 129926 155434 196717 270390 420995 800235 2.18068e+06 1.36576e+07 3.71255e+08 1.36576e+07 2.18068e+06 800235 420995 270390 196717 155434 129926 112909 100799 91667.4 84400.7 78324.9 73019.9 68220.3 63757.6 59528.6 55473.1 51560.7 47786.3 44155.3 40680.6 37378.7 34261.4 31338.1 28616.4 26095 23772.4 21642 19695 17921.7 16310.3 14849.8 13527.5 12331.8 11251.4 10275.5 9393.98 8597.53 7877.79 7227.01 6637.96 6104.41 5620.59 5181.42 4782.34 4419.43 4089.08 3787.84 3512.95
3641.53 3926.58 4238.94 4581.62 4958.01 5371.88 5827.39 6329.26 6882.8 7494 8169.22 8916.25 9742.91 10658.1 11671.6 12793.7 14035.7 15409.8 16927.8 18603.2 20447.7 22473.9 24692.3 27112 29740.3 32579.3 35630.1 38885.2 42335.2 45968.4 49767.1 53718 57814.5 62060.2 66485.1 71150.1 76160.5 81689 88008.2 95549.9 105005 117514 135053 161290 203663 279112 432958 819190 2.21958e+06 1.3798e+07 3.72115e+08 1.3798e+07 2.21958e+06 819190 432958 279112 203663 161290 135053 117514 105005 95549.9 88008.2 81689 76160.5 71150.1 66485.1 62060.2 57814.5 53718 49767.1 45968.4 42335.2 38885.2 35630.1 32579.3 29740.3 27112 24692.3 22473.9 20447.7 18603.2 16927.8 15409.8 14035.7 12793.7 11671.6 10658.1 9742.91 8916.25 8169.22 7494 6882.8 6329.26 5827.39 5371.88 4958.01 4581.62 4238.94 3926.58 3641.53
3772.98 4068.59 4392.51 4747.75 5137.98 5567.1 6039.47 6559.98 7134.21 7767.96 8469.11 9243.88 10101.9 11052 12104.2 13269.6 14560 15987.9 17566.2 19308.7 21227.9 23337.7 25648.8 28171.5 30913.5 33877.1 37064.2 40467.2 44076.8 47881.1 51861.3 56004.3 60301.9 64756.5 69397 74284.4 79526.3 85300.5 91888.4 99733.9 109546 122494 140607 167647 211225 288649 446125 840269 2.26374e+06 1.39674e+07 3.73675e+08 1.39674e+07 2.26374e+06 840269 446125 288649 211225 167647 140607 122494 109546 99733.9 91888.4 85300.5 79526.3 74284.4 69397 64756.5 60301.9 56004.3 51861.3 47881.1 44076.8 40467.2 37064.2 33877.1 30913.5 28171.5 25648.8 23337.7 21227.9 19308.7 17566.2 15987.9 14560 13269.6 12104.2 11052 10101.9 9243.88 8469.11 7767.96 7134.21 6559.98 6039.47 5567.1 5137.98 4747.75 4392.51 4068.59 3772.98
3907.68 4213.98 4549.62 4917.8 5322.37 5767.26 6257.03 6796.77 7392.37 8049.48 8777.05 9580.66 10471.1 11457.2 12549.7 13759.9 15100.6 16584.4 18225.8 20038.8 22037 24234.7 26643.9 29275.5 32137.9 35234.3 38567 42129.5 45911.2 49900.7 54078 58429.8 62946.7 67630.3 72508.2 77640.9 83138 89183 96066.6 104245 114449 127881 146627 174550 219457 299070 460592 863632 2.3135e+06 1.41674e+07 3.75956e+08 1.41674e+07 2.3135e+06 863632 460592 299070 219457 174550 146627 127881 114449 104245 96066.6 89183 83138 77640.9 72508.2 67630.3 62946.7 58429.8 54078 49900.7 45911.2 42129.5 38567 35234.3 32137.9 29275.5 26643.9 24234.7 22037 20038.8 18225.8 16584.4 15100.6 13759.9 12549.7 11457.2 10471.1 9580.66 8777.05 8049.48 7392.37 6796.77 6257.03 5767.26 5322.37 4917.8 4549.62 4213.98 3907.68
