-0.05 0.05 2805.25
-0.049 0.05 3024.56
-0.048 0.05 3264.89
-0.047 0.05 3528.39
-0.046 0.05 3817.62
-0.045 0.05 4135.57
-0.044 0.05 4485.5
-0.043 0.05 4871.05
-0.042 0.05 5296.29
-0.041 0.05 5765.89
-0.04 0.05 6284.89
-0.039 0.05 6858.63
-0.038 0.05 7493.6
-0.037 0.05 8196.78
-0.036 0.05 8974.92
-0.035 0.05 9835.85
-0.034 0.05 10787.9
-0.033 0.05 11840.7
-0.032 0.05 13002.6
-0.031 0.05 14283.8
-0.03 0.05 15692.7
-0.029 0.05 17238.9
-0.028 0.05 18929.4
-0.027 0.05 20771.7
-0.026 0.05 22769.4
-0.025 0.05 24924.3
-0.024 0.05 27234.9
-0.023 0.05 29696.6
-0.022 0.05 32301.6
-0.021 0.05 35040.3
-0.02 0.05 37903.8
-0.019 0.05 40881.9
-0.018 0.05 43975.3
-0.017 0.05 47191.9
-0.016 0.05 50561.3
-0.015 0.05 54138.2
-0.014 0.05 58016
-0.013 0.05 62347.2
-0.012 0.05 67370
-0.011 0.05 73457.8
-0.01 0.05 81208.1
-0.009 0.05 91612.7
-0.008 0.05 106408
-0.007 0.05 128854
-0.006 0.05 165635
-0.005 0.05 232169
-0.004 0.05 370283
-0.003 0.05 724502
-0.002 0.05 2.04426e+06
-0.001 0.05 1.33757e+07
3.46945e-17 0.05 3.80358e+08
0.001 0.05 1.33757e+07
0.002 0.05 2.04426e+06
0.003 0.05 724502
0.004 0.05 370283
0.005 0.05 232169
0.006 0.05 165635
0.007 0.05 128854
0.008 0.05 106408
0.009 0.05 91612.7
0.01 0.05 81208.1
0.011 0.05 73457.8
0.012 0.05 67370
0.013 0.05 62347.2
0.014 0.05 58016
0.015 0.05 54138.2
0.016 0.05 50561.3
0.017 0.05 47191.9
0.018 0.05 43975.3
0.019 0.05 40881.9
0.02 0.05 37903.8
0.021 0.05 35040.3
0.022 0.05 32301.6
0.023 0.05 29696.6
0.024 0.05 27234.9
0.025 0.05 24924.3
0.026 0.05 22769.4
0.027 0.05 20771.7
0.028 0.05 18929.4
0.029 0.05 17238.9
0.03 0.05 15692.7
0.031 0.05 14283.8
0.032 0.05 13002.6
0.033 0.05 11840.7
0.034 0.05 10787.9
0.035 0.05 9835.85
0.036 0.05 8974.92
0.037 0.05 8196.78
0.038 0.05 7493.6
0.039 0.05 6858.63
0.04 0.05 6284.89
0.041 0.05 5765.89
0.042 0.05 5296.29
0.043 0.05 4871.05
0.044 0.05 4485.5
0.045 0.05 4135.57
0.046 0.05 3817.62
0.047 0.05 3528.39
0.048 0.05 3264.89
0.049 0.05 3024.56
0.05 0.05 2805.25
-0.05 0.051 2915.73
-0.049 0.051 3143.55
-0.048 0.051 3393.19
-0.047 0.051 3666.98
-0.046 0.051 3967.79
-0.045 0.051 4298.59
-0.044 0.051 4662.66
-0.043 0.051 5063.73
-0.042 0.051 5506.01
-0.041 0.051 5993.81
-0.04 0.051 6533.28
-0.039 0.051 7129.72
-0.038 0.051 7789.47
-0.037 0.051 8519.54
-0.036 0.051 9327.52
-0.035 0.051 10221.6
-0.034 0.051 11210.5
-0.033 0.051 12303.5
-0.032 0.051 13509.8
-0.031 0.051 14840.1
-0.03 0.051 16303
-0.029 0.051 17908.3
-0.028 0.051 19663.5
-0.027 0.051 21575.3
-0.026 0.051 23648.4
-0.025 0.051 25883.8
-0.024 0.051 28281.4
-0.023 0.051 30834.7
-0.022 0.051 33536.7
-0.021 0.051 36376
-0.02 0.051 39342.5
-0.019 0.051 42426.2
-0.018 0.051 45627.9
-0.017 0.051 48955.4
-0.016 0.051 52438
-0.015 0.051 56130.1
-0.014 0.051 60126
-0.013 0.051 64581.1
-0.012 0.051 69738.6
-0.011 0.051 75977.6
-0.01 0.051 83903.4
-0.009 0.051 94521
-0.008 0.051 109590
-0.007 0.051 132406
-0.006 0.051 169721
-0.005 0.051 237069
-0.004 0.051 376509
-0.003 0.051 733048
-0.002 0.051 2.05631e+06
-0.001 0.051 1.33585e+07
3.46945e-17 0.051 3.77136e+08
0.001 0.051 1.33585e+07
0.002 0.051 2.05631e+06
0.003 0.051 733048
0.004 0.051 376509
0.005 0.051 237069
0.006 0.051 169721
0.007 0.051 132406
0.008 0.051 109590
0.009 0.051 94521
0.01 0.051 83903.4
0.011 0.051 75977.6
0.012 0.051 69738.6
0.013 0.051 64581.1
0.014 0.051 60126
0.015 0.051 56130.1
0.016 0.051 52438
0.017 0.051 48955.4
0.018 0.051 45627.9
0.019 0.051 42426.2
0.02 0.051 39342.5
0.021 0.051 36376
0.022 0.051 33536.7
0.023 0.051 30834.7
0.024 0.051 28281.4
0.025 0.051 25883.8
0.026 0.051 23648.4
0.027 0.051 21575.3
0.028 0.051 19663.5
0.029 0.051 17908.3
0.03 0.051 16303
0.031 0.051 14840.1
0.032 0.051 13509.8
0.033 0.051 12303.5
0.034 0.051 11210.5
0.035 0.051 10221.6
0.036 0.051 9327.52
0.037 0.051 8519.54
0.038 0.051 7789.47
0.039 0.051 7129.72
0.04 0.051 6533.28
0.041 0.051 5993.81
0.042 0.051 5506.01
0.043 0.051 5063.73
0.044 0.051 4662.66
0.045 0.051 4298.59
0.046 0.051 3967.79
0.047 0.051 3666.98
0.048 0.051 3393.19
0.049 0.051 3143.55
0.05 0.051 2915.73
-0.05 0.052 3029.13
-0.049 0.052 3265.79
-0.048 0.052 3525.23
-0.047 0.052 3809.83
-0.046 0.052 4122.46
-0.045 0.052 4466.22
-0.044 0.052 4844.56
-0.043 0.052 5261.3
-0.042 0.052 5720.86
-0.041 0.052 6227.54
-0.04 0.052 6788.24
-0.039 0.052 7407.47
-0.038 0.052 8092.8
-0.037 0.052 8851.07
-0.036 0.052 9690.24
-0.035 0.052 10618.8
-0.034 0.052 11645.9
-0.033 0.052 12781.1
-0.032 0.052 14034
-0.031 0.052 15415.7
-0.03 0.052 16934.9
-0.029 0.052 18602.1
-0.028 0.052 20424.9
-0.027 0.052 22410.2
-0.026 0.052 24562.7
-0.025 0.052 26884.2
-0.024 0.052 29373.8
-0.023 0.052 32024.9
-0.022 0.052 34830.2
-0.021 0.052 37777.8
-0.02 0.052 40856.8
-0.019 0.052 44056.5
-0.018 0.052 47376.8
-0.017 0.052 50824.9
-0.016 0.052 54430.4
-0.015 0.052 58249.2
-0.014 0.052 62376.7
-0.013 0.052 66970.3
-0.012 0.052 72276.7
-0.011 0.052 78682.6
-0.01 0.052 86803.7
-0.009 0.052 97660.1
-0.008 0.052 113037
-0.007 0.052 136277
-0.006 0.052 174208
-0.005 0.052 242511
-0.004 0.052 383563
-0.003 0.052 743126
-0.002 0.052 2.07247e+06
-0.001 0.052 1.33667e+07
3.46945e-17 0.052 3.74607e+08
0.001 0.052 1.33667e+07
0.002 0.052 2.07247e+06
0.003 0.052 743126
0.004 0.052 383563
0.005 0.052 242511
0.006 0.052 174208
0.007 0.052 136277
0.008 0.052 113037
0.009 0.052 97660.1
0.01 0.052 86803.7
0.011 0.052 78682.6
0.012 0.052 72276.7
0.013 0.052 66970.3
0.014 0.052 62376.7
0.015 0.052 58249.2
0.016 0.052 54430.4
0.017 0.052 50824.9
0.018 0.052 47376.8
0.019 0.052 44056.5
0.02 0.052 40856.8
0.021 0.052 37777.8
0.022 0.052 34830.2
0.023 0.052 32024.9
0.024 0.052 29373.8
0.025 0.052 26884.2
0.026 0.052 24562.7
0.027 0.052 22410.2
0.028 0.052 20424.9
0.029 0.052 18602.1
0.03 0.052 16934.9
0.031 0.052 15415.7
0.032 0.052 14034
0.033 0.052 12781.1
0.034 0.052 11645.9
0.035 0.052 10618.8
0.036 0.052 9690.24
0.037 0.052 8851.07
0.038 0.052 8092.8
0.039 0.052 7407.47
0.04 0.052 6788.24
0.041 0.052 6227.54
0.042 0.052 5720.86
0.043 0.052 5261.3
0.044 0.052 4844.56
0.045 0.052 4466.22
0.046 0.052 4122.46
0.047 0.052 3809.83
0.048 0.052 3525.23
0.049 0.052 3265.79
0.05 0.052 3029.13
-0.05 0.053 3145.51
-0.049 0.053 3391.35
