189.821 197.106 204.622 212.376 220.389 228.689 237.298 246.247 255.569 265.303 275.487 286.166 297.391 309.219 321.708 334.928 348.953 363.874 379.786 396.788 414.999 434.547 455.57 478.215 502.629 528.969 557.401 588.108 621.249 656.995 695.549 737.121 781.915 830.142 882.027 937.825 997.8 1062.22 1131.38 1205.56 1285.09 1370.26 1461.39 1558.77 1662.75 1773.58 1891.59 2016.92 2150.28 2291.66 2441.53 2600.23 2768.19 2945.94 3134 3332.86 3543.22 3765.33 4000.16 4248.33 4510.36 4786.79 5078.2 5385.27 5708.67 6049.08 6407.16 6783.82 7180.41 7598.43 8039.86 8506.59 9000.98 9526.29 10086 10683.8 11322.8 12005.9 12736.3 13518.2 14353.9 15243.6 16188.7 17189 18251 19387.6 20608.6 21941.2 23444.9 25244.4 27582.2 30869 35844.4 44128.4 59440.4 90960 164247 364741 1.13668e+06 8.18049e+06 2.5479e+08 8.18049e+06 1.13668e+06 364741 164247 90960 59440.4 44128.4 35844.4 30869 27582.2 25244.4 23444.9 21941.2 20608.6 19387.6 18251 17189 16188.7 15243.6 14353.9 13518.2 12736.3 12005.9 11322.8 10683.8 10086 9526.29 9000.98 8506.59 8039.86 7598.43 7180.41 6783.82 6407.16 6049.08 5708.67 5385.27 5078.2 4786.79 4510.36 4248.33 4000.16 3765.33 3543.22 3332.86 3134 2945.94 2768.19 2600.23 2441.53 2291.66 2150.28 2016.92 1891.59 1773.58 1662.75 1558.77 1461.39 1370.26 1285.09 1205.56 1131.38 1062.22 997.8 937.825 882.027 830.142 781.915 737.121 695.549 656.995 621.249 588.108 557.401 528.969 502.629 478.215 455.57 434.547 414.999 396.788 379.786 363.874 348.953 334.928 321.708 309.219 297.391 286.166 275.487 265.303 255.569 246.247 237.298 228.689 220.389 212.376 204.622 197.106 189.821
197.216 204.787 212.599 220.66 228.989 237.617 246.567 255.872 265.565 275.687 286.278 297.384 309.06 321.361 334.351 348.1 362.686 378.203 394.751 412.433 431.372 451.699 473.561 497.106 522.492 549.881 579.45 611.375 645.822 682.994 723.086 766.303 812.862 862.987 916.918 974.916 1037.25 1104.21 1176.08 1253.19 1335.84 1424.36 1519.06 1620.27 1728.34 1843.54 1966.18 2096.42 2235.01 2381.96 2537.7 2702.61 2877.14 3061.86 3257.29 3463.95 3682.58 3913.37 4157.38 4415.27 4687.65 4974.95 5277.68 5596.73 5932.83 6286.56 6658.51 7049.65 7461.51 7895.61 8353.82 8838.31 9351.49 9896.25 10476.7 11097 11759.9 12467.4 13223.2 14032.5 14898 15817.1 16789.8 17818.9 18909.4 20070.6 21315.6 22669.5 24181.5 25979 28325.8 31660.8 36680 44880.6 60246 92716.6 167180 366828 1.13909e+06 8.17803e+06 2.53739e+08 8.17803e+06 1.13909e+06 366828 167180 92716.6 60246 44880.6 36680 31660.8 28325.8 25979 24181.5 22669.5 21315.6 20070.6 18909.4 17818.9 16789.8 15817.1 14898 14032.5 13223.2 12467.4 11759.9 11097 10476.7 9896.25 9351.49 8838.31 8353.82 7895.61 7461.51 7049.65 6658.51 6286.56 5932.83 5596.73 5277.68 4974.95 4687.65 4415.27 4157.38 3913.37 3682.58 3463.95 3257.29 3061.86 2877.14 2702.61 2537.7 2381.96 2235.01 2096.42 1966.18 1843.54 1728.34 1620.27 1519.06 1424.36 1335.84 1253.19 1176.08 1104.21 1037.25 974.916 916.918 862.987 812.862 766.303 723.086 682.994 645.822 611.375 579.45 549.881 522.492 497.106 473.561 451.699 431.372 412.433 394.751 378.203 362.686 348.1 334.351 321.361 309.06 297.384 286.278 275.687 265.565 255.872 246.567 237.617 228.989 220.66 212.599 204.787 197.216
196.35 204.194 212.435 221.095 230.2 239.775 249.851 260.457 271.627 283.395 295.799 308.877 322.671 337.226 352.593 368.824 385.98 404.126 423.338 443.7 465.304 488.235 512.575 538.409 565.839 595.001 626.059 659.188 694.512 732.114 772.068 814.609 860.147 908.826 960.777 1016.3 1075.7 1139.3 1207.39 1280.44 1358.79 1442.75 1532.84 1629.63 1733.64 1845.4 1965.47 2094.47 2233.11 2382.09 2542.14 2714.04 2898.62 3096.78 3309.33 3537.22 3781.31 4042.48 4321.46 4618.9 4935.69 5272.23 5628.53 6004.87 6401.04 6816.48 7250.87 7703.06 8171.88 8655.83 9153.38 9662.79 10182.3 10710.4 11245.6 11787.3 12335.2 12890.6 13455.9 14035.5 14636.5 15269.6 15947.9 16692.7 17532.1 18504 19664.1 21091.7 22905.6 25289.3 28537.6 33147.4 40005.5 50812 69133.3 103398 177093 373877 1.14356e+06 8.18298e+06 2.53155e+08 8.18298e+06 1.14356e+06 373877 177093 103398 69133.3 50812 40005.5 33147.4 28537.6 25289.3 22905.6 21091.7 19664.1 18504 17532.1 16692.7 15947.9 15269.6 14636.5 14035.5 13455.9 12890.6 12335.2 11787.3 11245.6 10710.4 10182.3 9662.79 9153.38 8655.83 8171.88 7703.06 7250.87 6816.48 6401.04 6004.87 5628.53 5272.23 4935.69 4618.9 4321.46 4042.48 3781.31 3537.22 3309.33 3096.78 2898.62 2714.04 2542.14 2382.09 2233.11 2094.47 1965.47 1845.4 1733.64 1629.63 1532.84 1442.75 1358.79 1280.44 1207.39 1139.3 1075.7 1016.3 960.777 908.826 860.147 814.609 772.068 732.114 694.512 659.188 626.059 595.001 565.839 538.409 512.575 488.235 465.304 443.7 423.338 404.126 385.98 368.824 352.593 337.226 322.671 308.877 295.799 283.395 271.627 260.457 249.851 239.775 230.2 221.095 212.435 204.194 196.35
203.787 211.931 220.487 229.48 238.938 248.887 259.358 270.382 281.993 294.227 307.119 320.712 335.045 350.165 366.124 382.98 400.794 419.633 439.571 460.688 483.072 506.822 532.049 558.874 587.417 617.757 650.017 684.398 721.019 759.973 801.519 845.878 893.181 943.691 997.688 1055.39 1117.09 1183.17 1254.03 1329.84 1411.05 1498.3 1591.98 1692.55 1800.6 1916.7 2041.5 2175.57 2319.65 2474.49 2640.84 2819.52 3011.38 3217.36 3438.31 3675.21 3928.98 4200.51 4490.59 4799.8 5129.27 5479.39 5850.03 6241.59 6653.84 7086.15 7538.36 8009.14 8497.28 9001.23 9519.37 10049.8 10590.8 11140.6 11697.7 12261.2 12830.8 13407.8 13994.9 14596 15218.5 15873.5 16574.2 17342.5 18206.9 19205.9 20396.2 21857.9 23711.8 26144.4 29455.3 34148.8 41122.7 52094.9 70668.4 105350 179815 378239 1.15245e+06 8.21165e+06 2.53055e+08 8.21165e+06 1.15245e+06 378239 179815 105350 70668.4 52094.9 41122.7 34148.8 29455.3 26144.4 23711.8 21857.9 20396.2 19205.9 18206.9 17342.5 16574.2 15873.5 15218.5 14596 13994.9 13407.8 12830.8 12261.2 11697.7 11140.6 10590.8 10049.8 9519.37 9001.23 8497.28 8009.14 7538.36 7086.15 6653.84 6241.59 5850.03 5479.39 5129.27 4799.8 4490.59 4200.51 3928.98 3675.21 3438.31 3217.36 3011.38 2819.52 2640.84 2474.49 2319.65 2175.57 2041.5 1916.7 1800.6 1692.55 1591.98 1498.3 1411.05 1329.84 1254.03 1183.17 1117.09 1055.39 997.688 943.691 893.181 845.878 801.519 759.973 721.019 684.398 650.017 617.757 587.417 558.874 532.049 506.822 483.072 460.688 439.571 419.633 400.794 382.98 366.124 350.165 335.045 320.712 307.119 294.227 281.993 270.382 259.358 248.887 238.938 229.48 220.487 211.931 203.787
211.38 219.823 228.694 238.021 247.833 258.159 269.033 280.488 292.56 305.283 318.685 332.801 347.685 363.394 379.971 397.467 415.951 435.498 456.184 478.096 501.324 525.968 552.133 579.935 609.497 640.951 674.433 710.095 748.094 788.599 831.789 877.84 926.937 979.385 1035.47 1095.38 1159.52 1228.25 1301.76 1380.43 1464.81 1555.43 1652.72 1757.22 1869.5 1990.1 2119.72 2259 2408.72 2569.63 2742.5 2928.21 3127.64 3341.76 3571.49 3817.81 4081.73 4364.16 4665.93 4987.88 5330.48 5694.93 6080.8 6488.52 6917.88 7368.28 7839.47 8330.11 8839.01 9364.48 9904.84 10458.3 11022.5 11595.9 12177 12764.3 13358.2 13959.2 14570.1 15195.1 15841.4 16520.8 17246.2 18040.5 18932.4 19961.9 21185.5 22685.4 24584.4 27072 30453.1 35240.3 42345 53509.3 72380.6 107559 182950 383427 1.16374e+06 8.25656e+06 2.53433e+08 8.25656e+06 1.16374e+06 383427 182950 107559 72380.6 53509.3 42345 35240.3 30453.1 27072 24584.4 22685.4 21185.5 19961.9 18932.4 18040.5 17246.2 16520.8 15841.4 15195.1 14570.1 13959.2 13358.2 12764.3 12177 11595.9 11022.5 10458.3 9904.84 9364.48 8839.01 8330.11 7839.47 7368.28 6917.88 6488.52 6080.8 5694.93 5330.48 4987.88 4665.93 4364.16 4081.73 3817.81 3571.49 3341.76 3127.64 2928.21 2742.5 2569.63 2408.72 2259 2119.72 1990.1 1869.5 1757.22 1652.72 1555.43 1464.81 1380.43 1301.76 1228.25 1159.52 1095.38 1035.47 979.385 926.937 877.84 831.789 788.599 748.094 710.095 674.433 640.951 609.497 579.935 552.133 525.968 501.324 478.096 456.184 435.498 415.951 397.467 379.971 363.394 347.685 332.801 318.685 305.283 292.56 280.488 269.033 258.159 247.833 238.021 228.694 219.823 211.38
219.162 227.922 237.127 246.803 256.979 267.687 278.959 290.83 303.339 316.525 330.426 345.082 360.53 376.816 394.008 412.175 431.371 451.663 473.131 495.868 519.974 545.553 572.71 601.56 632.23 664.855 699.583 736.573 775.991 818.012 862.821 910.602 961.551 1015.98 1074.2 1136.41 1202.96 1274.23 1350.6 1432.41 1520.1 1614.21 1715.25 1823.76 1940.32 2065.58 2200.2 2344.92 2500.46 2667.61 2847.23 3040.21 3247.48 3470.08 3708.94 3965.14 4239.69 4533.59 4847.67 5182.89 5539.89 5919.24 6321.27 6746.2 7193.81 7663.7 8155.14 8667.14 9198.32 9746.97 10311.3 10889.5 11479 12078.2 12685.5 13299.1 13919.4 14547.1 15184.5 15836.1 16509 17214.2 17968.3 18791 19713.4 20775.8 22036.2 23578.7 25528.3 28078.3 31538.9 36431.5 43683.5 55065.2 74277.3 110033 186518 389477 1.17751e+06 8.3181e+06 2.54294e+08 8.3181e+06 1.17751e+06 389477 186518 110033 74277.3 55065.2 43683.5 36431.5 31538.9 28078.3 25528.3 23578.7 22036.2 20775.8 19713.4 18791 17968.3 17214.2 16509 15836.1 15184.5 14547.1 13919.4 13299.1 12685.5 12078.2 11479 10889.5 10311.3 9746.97 9198.32 8667.14 8155.14 7663.7 7193.81 6746.2 6321.27 5919.24 5539.89 5182.89 4847.67 4533.59 4239.69 3965.14 3708.94 3470.08 3247.48 3040.21 2847.23 2667.61 2500.46 2344.92 2200.2 2065.58 1940.32 1823.76 1715.25 1614.21 1520.1 1432.41 1350.6 1274.23 1202.96 1136.41 1074.2 1015.98 961.551 910.602 862.821 818.012 775.991 736.573 699.583 664.855 632.23 601.56 572.71 545.553 519.974 495.868 473.131 451.663 431.371 412.175 394.008 376.816 360.53 345.082 330.426 316.525 303.339 290.83 278.959 267.687 256.979 246.803 237.127 227.922 219.162
227.14 236.204 245.73 255.745 266.283 277.375 289.055 301.357 314.32 327.984 342.388 357.578 373.6 390.503 408.346 427.193 447.109 468.172 490.467 514.086 539.131 565.706 593.911 623.858 655.667 689.486 725.479 763.827 804.698 848.261 894.691 944.211 997.093 1053.55 1113.86 1178.38 1247.47 1321.45 1400.67 1485.57 1576.65 1674.38 1779.31 1892 2013.07 2143.17 2283.01 2433.29 2594.84 2768.5 2955.12 3155.68 3371.14 3602.59 3851.08 4117.62 4403.33 4709.23 5036.3 5385.49 5757.5 6152.92 6572.12 7015.36 7482.42 7972.92 8486.12 9020.97 9576.11 10149.7 10740.1 11345.1 11962.2 12589.7 13225.3 13868.4 14517.9 15174.7 15841.2 16522 17224.3 17959.2 18743.6 19597.7 20553.7 21652.2 22953.8 24543.9 26550.8 29171.2 32721.4 37732.5 45149.1 56773.9 76370.2 112785 190538 396435 1.19387e+06 8.39774e+06 2.55647e+08 8.39774e+06 1.19387e+06 396435 190538 112785 76370.2 56773.9 45149.1 37732.5 32721.4 29171.2 26550.8 24543.9 22953.8 21652.2 20553.7 19597.7 18743.6 17959.2 17224.3 16522 15841.2 15174.7 14517.9 13868.4 13225.3 12589.7 11962.2 11345.1 10740.1 10149.7 9576.11 9020.97 8486.12 7972.92 7482.42 7015.36 6572.12 6152.92 5757.5 5385.49 5036.3 4709.23 4403.33 4117.62 3851.08 3602.59 3371.14 3155.68 2955.12 2768.5 2594.84 2433.29 2283.01 2143.17 2013.07 1892 1779.31 1674.38 1576.65 1485.57 1400.67 1321.45 1247.47 1178.38 1113.86 1053.55 997.093 944.211 894.691 848.261 804.698 763.827 725.479 689.486 655.667 623.858 593.911 565.706 539.131 514.086 490.467 468.172 447.109 427.193 408.346 390.503 373.6 357.578 342.388 327.984 314.32 301.357 289.055 277.375 266.283 255.745 245.73 236.204 227.14
235.23 244.626 254.499 264.879 275.797 287.287 299.384 312.125 325.55 339.701 354.622 370.358 386.957 404.473 422.969 442.515 463.186 485.059 508.217 532.745 558.737 586.297 615.541 646.597 679.601 714.688 752.012 791.745 834.051 879.114 927.231 978.633 1033.45 1091.95 1154.46 1221.37 1293.01 1369.74 1451.95 1540.09 1634.64 1736.12 1845.13 1962.19 2087.88 2222.97 2368.18 2524.25 2692.04 2872.41 3066.28 3274.73 3498.85 3739.53 3997.97 4275.35 4572.78 4891.39 5232.06 5596.01 5983.89 6396.34 6833.78 7296.49 7784.26 8296.76 8833.26 9392.7 9973.68 10574.3 11192.8 11826.8 12474.1 13132.4 13799.6 14474.3 15155.9 15844.9 16543.5 17256.5 17991.3 18759 19576.9 20466.4 21459.5 22598.7 23945.7 25588.6 27658.2 30356.2 34005.5 39148.5 46750.2 58649.5 78680.4 115843 195045 404347 1.21293e+06 8.4941e+06 2.57506e+08 8.4941e+06 1.21293e+06 404347 195045 115843 78680.4 58649.5 46750.2 39148.5 34005.5 30356.2 27658.2 25588.6 23945.7 22598.7 21459.5 20466.4 19576.9 18759 17991.3 17256.5 16543.5 15844.9 15155.9 14474.3 13799.6 13132.4 12474.1 11826.8 11192.8 10574.3 9973.68 9392.7 8833.26 8296.76 7784.26 7296.49 6833.78 6396.34 5983.89 5596.01 5232.06 4891.39 4572.78 4275.35 3997.97 3739.53 3498.85 3274.73 3066.28 2872.41 2692.04 2524.25 2368.18 2222.97 2087.88 1962.19 1845.13 1736.12 1634.64 1540.09 1451.95 1369.74 1293.01 1221.37 1154.46 1091.95 1033.45 978.633 927.231 879.114 834.051 791.745 752.012 714.688 679.601 646.597 615.541 586.297 558.737 532.745 508.217 485.059 463.186 442.515 422.969 404.473 386.957 370.358 354.622 339.701 325.55 312.125 299.384 287.287 275.797 264.879 254.499 244.626 235.23
243.542 253.272 263.497 274.246 285.552 297.451 309.977 323.171 337.073 351.728 367.179 383.474 400.663 418.802 437.958 458.203 479.618 502.286 526.29 551.721 578.674 607.255 637.582 669.78 703.994 740.407 779.176 820.405 864.271 911.016 960.883 1014.08 1070.78 1131.38 1196.26 1265.63 1339.88 1419.43 1504.67 1596.07 1694.14 1799.4 1912.46 2033.9 2164.4 2304.68 2455.5 2617.63 2791.98 2979.46 3181.03 3397.75 3630.7 3881.06 4149.97 4438.67 4748.37 5080.23 5435.32 5814.71 6219.3 6649.76 7106.57 7590.03 8100.04 8636.23 9197.93 9784.25 10392.8 11022.8 11671.8 12337.6 13017.4 13709.1 14410.5 15119.9 15836.5 16560.8 17295 18043.7 18814.6 19618.9 20474.4 21403 22437.5 23621.7 25018.8 26719 28856.9 31639.7 35399 40691 48501.8 60709.2 81225 119226 200074 413278 1.23486e+06 8.60901e+06 2.59888e+08 8.60901e+06 1.23486e+06 413278 200074 119226 81225 60709.2 48501.8 40691 35399 31639.7 28856.9 26719 25018.8 23621.7 22437.5 21403 20474.4 19618.9 18814.6 18043.7 17295 16560.8 15836.5 15119.9 14410.5 13709.1 13017.4 12337.6 11671.8 11022.8 10392.8 9784.25 9197.93 8636.23 8100.04 7590.03 7106.57 6649.76 6219.3 5814.71 5435.32 5080.23 4748.37 4438.67 4149.97 3881.06 3630.7 3397.75 3181.03 2979.46 2791.98 2617.63 2455.5 2304.68 2164.4 2033.9 1912.46 1799.4 1694.14 1596.07 1504.67 1419.43 1339.88 1265.63 1196.26 1131.38 1070.78 1014.08 960.883 911.016 864.271 820.405 779.176 740.407 703.994 669.78 637.582 607.255 578.674 551.721 526.29 502.286 479.618 458.203 437.958 418.802 400.663 383.474 367.179 351.728 337.073 323.171 309.977 297.451 285.552 274.246 263.497 253.272 243.542
252.019 262.086 272.666 283.792 295.501 307.828 320.811 334.487 348.9 364.091 380.108 396.998 414.812 433.608 453.45 474.41 496.566 520.002 544.811 571.095 598.965 628.536 659.929 693.276 728.726 766.459 806.639 849.386 894.898 943.411 995.081 1050.18 1109.15 1172.15 1239.38 1311.28 1388.23 1470.6 1558.87 1653.58 1755.23 1864.35 1981.58 2107.57 2242.99 2388.62 2545.24 2713.69 2894.84 3089.7 3299.25 3524.54 3766.85 4027.33 4307.4 4607.95 4930.44 5276.16 5646.23 6041.88 6464.02 6913.47 7390.79 7896.36 8430.12 8991.69 9580.45 10195.2 10834.9 11496.2 12178.7 12879.1 13594.5 14322.8 15061.5 15809.1 16564.3 17329 18105 18896 19708.6 20553.4 21447.1 22415.3 23495.2 24732.2 26186.6 27948.6 30157.3 33032.8 36914.2 42371.7 50415.1 62964.2 84019.6 122963 205668 423307 1.25983e+06 8.74346e+06 2.62817e+08 8.74346e+06 1.25983e+06 423307 205668 122963 84019.6 62964.2 50415.1 42371.7 36914.2 33032.8 30157.3 27948.6 26186.6 24732.2 23495.2 22415.3 21447.1 20553.4 19708.6 18896 18105 17329 16564.3 15809.1 15061.5 14322.8 13594.5 12879.1 12178.7 11496.2 10834.9 10195.2 9580.45 8991.69 8430.12 7896.36 7390.79 6913.47 6464.02 6041.88 5646.23 5276.16 4930.44 4607.95 4307.4 4027.33 3766.85 3524.54 3299.25 3089.7 2894.84 2713.69 2545.24 2388.62 2242.99 2107.57 1981.58 1864.35 1755.23 1653.58 1558.87 1470.6 1388.23 1311.28 1239.38 1172.15 1109.15 1050.18 995.081 943.411 894.898 849.386 806.639 766.459 728.726 693.276 659.929 628.536 598.965 571.095 544.811 520.002 496.566 474.41 453.45 433.608 414.812 396.998 380.108 364.091 348.9 334.487 320.811 307.828 295.501 283.792 272.666 262.086 252.019
